Registration,Aircraft,Brand,Type,Age,Key,Hex
N170PQ,Bombardier CRJ-900,Bombardier,CRJ-900,16,412,019C
N170SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,413,019D
N170US,Airbus A321-211,Airbus,A321-200,23,414,019E
N17104,Boeing 757-224,Boeing,757-200,30,415,019F
N17105,Boeing 757-224,Boeing,757-200,30,416,01A0
N17122,Boeing 757-224,Boeing,757-200,27,417,01A1
N17126,Boeing 757-224,Boeing,757-200,26,418,01A2
N17128,Boeing 757-224,Boeing,757-200,26,419,01A3
N17133,Boeing 757-224,Boeing,757-200,26,420,01A4
N17138,Embraer EMB-145XR,Embraer,EMB-145XR,21,421,01A5
N17139,Boeing 757-224,Boeing,757-200,24,422,01A6
N17146,Embraer EMB-145XR,Embraer,EMB-145XR,21,423,01A7
N17159,Embraer EMB-145XR,Embraer,EMB-145XR,20,424,01A8
N17169,Embraer EMB-145XR,Embraer,EMB-145XR,20,425,01A9
N17196,Embraer EMB-145XR,Embraer,EMB-145XR,19,426,01AA
N171DN,Boeing 767-332,Boeing,767-300,34,427,01AB
N171DZ,Boeing 767-332,Boeing,767-300,26,428,01AC
N171SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,429,01AD
N171US,Airbus A321-211,Airbus,A321-200,23,430,01AE
N17229,Boeing 737-824,Boeing,737-800,25,431,01AF
N17233,Boeing 737-824,Boeing,737-800,25,432,01B0
N17244,Boeing 737-824,Boeing,737-800,25,433,01B1
N17245,Boeing 737-824,Boeing,737-800,25,434,01B2
N17254,Boeing 737 MAX 8,Boeing,737 MAX 8,3,435,01B3
N17262,Boeing 737 MAX 8,Boeing,737 MAX 8,3,436,01B4
N17264,Boeing 737 MAX 8,Boeing,737 MAX 8,3,437,01B5
N17265,Boeing 737 MAX 8,Boeing,737 MAX 8,3,438,01B6
N17272,Boeing 737 MAX 8,Boeing,737 MAX 8,2,439,01B7
N17279,Boeing 737 MAX 8,Boeing,737 MAX 8,2,440,01B8
N17285,Boeing 737 MAX 8,Boeing,737 MAX 8,2,441,01B9
N17289,Boeing 737 MAX 8,Boeing,737 MAX 8,1,442,01BA
N17294,Boeing 737 MAX 8,Boeing,737 MAX 8,1,443,01BB
N17296,Boeing 737 MAX 8,Boeing,737 MAX 8,1,444,01BC
N172DN,Boeing 767-332,Boeing,767-300,34,445,01BD
N172DZ,Boeing 767-332,Boeing,767-300,26,446,01BE
N172US,Airbus A321-211,Airbus,A321-200,23,447,01BF
N17300,Boeing 737 MAX 8,Boeing,737 MAX 8,1,448,01C0
N17301,Boeing 737 MAX 8,Boeing,737 MAX 8,1,449,01C1
N17302,Boeing 737 MAX 8,Boeing,737 MAX 8,1,450,01C2
N17303,Boeing 737 MAX 8,Boeing,737 MAX 8,1,451,01C3
N17306,Boeing 737 MAX 8,Boeing,737 MAX 8,1,452,01C4
N17309,Boeing 737 MAX 8,Boeing,737 MAX 8,1,453,01C5
N17310,Boeing 737 MAX 8,Boeing,737 MAX 8,1,454,01C6
N17311,Boeing 737 MAX 8,Boeing,737 MAX 8,1,455,01C7
N17312,Boeing 737 MAX 8,Boeing,737 MAX 8,5,456,01C8
N17314,Boeing 737 MAX 8,Boeing,737 MAX 8,1,457,01C9
N17316,Boeing 737 MAX 8,Boeing,737 MAX 8,1,458,01CA
N17317,Boeing 737 MAX 8,Boeing,737 MAX 8,1,459,01CB
N17320,Boeing 737 MAX 8,Boeing,737 MAX 8,1,460,01CC
N17321,Boeing 737 MAX 8,Boeing,737 MAX 8,1,461,01CD
N17322,Boeing 737 MAX 8,Boeing,737 MAX 8,1,462,01CE
N17326,Boeing 737 MAX 8,Boeing,737 MAX 8,1,463,01CF
N17327,Boeing 737 MAX 8,Boeing,737 MAX 8,1,464,01D0
N17329,Boeing 737 MAX 8,Boeing,737 MAX 8,1,465,01D1
N17333,Boeing 737 MAX 8,Boeing,737 MAX 8,1,466,01D2
N173DZ,Boeing 767-332,Boeing,767-300,26,467,01D3
N173SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,468,01D4
N173US,Airbus A321-211,Airbus,A321-200,23,469,01D5
N174DN,Boeing 767-332,Boeing,767-300,34,470,01D6
N174DZ,Boeing 767-332,Boeing,767-300,26,471,01D7
N174SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,472,01D8
N174US,Airbus A321-200,Airbus,A321-200,23,473,01D9
N17529,Boeing 737 MAX 9,Boeing,737 MAX 9,3,474,01DA
N17550,Boeing 737 MAX 9,Boeing,737 MAX 9,1,475,01DB
N17557,Boeing 737 MAX 9,Boeing,737 MAX 9,1,476,01DC
N17564,Boeing 737 MAX 9,Boeing,737 MAX 9,1,477,01DD
N17565,Boeing 737 MAX 9,Boeing,737 MAX 9,1,478,01DE
N17566,Boeing 737 MAX 9,Boeing,737 MAX 9,1,479,01DF
N17574,Boeing 737 MAX 9,Boeing,737 MAX 9,1,480,01E0
N175DN,Boeing 767-332,Boeing,767-300,34,481,01E1
N175DZ,Boeing 767-332,Boeing,767-300,25,482,01E2
N175SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,483,01E3
N176DN,Boeing 767-332,Boeing,767-300,34,484,01E4
N176DZ,Boeing 767-332,Boeing,767-300,25,485,01E5
N176PQ,Bombardier CRJ-900,Bombardier,CRJ-900,16,486,01E6
N176SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,487,01E7
N176UW,Airbus A321-211,Airbus,A321-200,23,488,01E8
N17719,Boeing 737-724,Boeing,737-700,25,489,01E9
N17730,Boeing 737-724,Boeing,737-700,25,490,01EA
N17752,Boeing 737-71Q,Boeing,737-700,25,491,01EB
N17753,Boeing 737-7V3,Boeing,737-700,22,492,01EC
N177DN,Boeing 767-332,Boeing,767-300,33,493,01ED
N177DZ,Boeing 767-332,Boeing,767-300,25,494,01EE
N177NK,No Data,No Data,No Data,0,495,01EF
N177SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,496,01F0
N177US,Airbus A321-200,Airbus,A321-200,23,497,01F1
N177XF,Airbus A319-112,Airbus,A319-100,18,498,01F2
N178DN,Boeing 767-332,Boeing,767-300,33,499,01F3
N178DZ,Boeing 767-332,Boeing,767-300,24,500,01F4
N178SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,501,01F5
N178US,Airbus A321-211,Airbus,A321-200,23,502,01F6
N17963,Boeing 787-9 Dreamliner,Boeing,787-9,8,503,01F7
N179DN,Boeing 767-332,Boeing,767-300,33,504,01F8
N179JB,Embraer ERJ 190AR,Embraer,ERJ 190AR,19,505,01F9
N179SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,506,01FA
N179UW,Airbus A321-211,Airbus,A321-200,23,507,01FB
N1801U,Boeing 737 MAX 8,Boeing,737 MAX 8,2,508,01FC
N1802U,Boeing 737 MAX 8,Boeing,737 MAX 8,2,509,01FD
N1803U,Boeing 737 MAX 8,Boeing,737 MAX 8,2,510,01FE
N1804U,Boeing 737 MAX 8,Boeing,737 MAX 8,2,511,01FF
N1805U,Boeing 737 MAX 8,Boeing,737 MAX 8,2,512,0200
N1806U,Boeing 737 MAX 8,Boeing,737 MAX 8,2,513,0201
N1807U,Boeing 737 MAX 8,Boeing,737 MAX 8,2,514,0202
N1808U,Boeing 737 MAX 8,Boeing,737 MAX 8,2,515,0203
N1809U,Boeing 737 MAX 8,Boeing,737 MAX 8,2,516,0204
N180DN,Boeing 767-332,Boeing,767-300,32,517,0205
N180US,Airbus A321-211,Airbus,A321-200,23,518,0206
N1810U,Boeing 737 MAX 8,Boeing,737 MAX 8,2,519,0207
N18112,Boeing 757-224,Boeing,757-200,29,520,0208
N18119,Boeing 757-224,Boeing,757-200,27,521,0209
N1811U,Boeing 737 MAX 8,Boeing,737 MAX 8,2,522,020A
N181DN,Boeing 767-332,Boeing,767-300,32,523,020B
N181GJ,Bombardier CRJ-900,Bombardier,CRJ-900,16,524,020C
N181PQ,Bombardier CRJ-900,Bombardier,CRJ-900,16,525,020D
N181SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,526,020E
N181UW,Airbus A321-200,Airbus,A321-200,23,527,020F
N18220,Boeing 737-824,Boeing,737-800,26,528,0210
N18223,Boeing 737-824,Boeing,737-800,26,529,0211
N18243,Boeing 737-824,Boeing,737-800,25,530,0212
N182DN,Boeing 767-332,Boeing,767-300,32,531,0213
N182GJ,Bombardier CRJ-900,Bombardier,CRJ-900,16,532,0214
N182SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,533,0215
N182UW,Airbus A321-211,Airbus,A321-200,23,534,0216
N183DN,Boeing 767-332,Boeing,767-300,31,535,0217
N183GJ,Bombardier CRJ-900,Bombardier,CRJ-900,16,536,0218
N183JB,Embraer ERJ 190AR,Embraer,ERJ 190AR,19,537,0219
N183SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,538,021A
N183UW,Airbus A321-211,Airbus,A321-200,23,539,021B
N184DN,Boeing 767-332,Boeing,767-300,31,540,021C
N184GJ,Bombardier CRJ-900,Bombardier,CRJ-900,16,541,021D
N184JB,Embraer ERJ 190AR,Embraer,ERJ 190AR,19,542,021E
N184SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,543,021F
N184US,Airbus A321-211,Airbus,A321-200,22,544,0220
N185DN,Boeing 767-332,Boeing,767-300,29,545,0221
N185SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,546,0222
N185UW,Airbus A321-211,Airbus,A321-200,22,547,0223
N186DN,Boeing 767-332,Boeing,767-300,29,548,0224
N186GJ,Bombardier CRJ-900,Bombardier,CRJ-900,16,549,0225
N186PQ,Bombardier CRJ-900,Bombardier,CRJ-900,16,550,0226
N186SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,551,0227
N186US,Airbus A321-211,Airbus,A321-200,22,552,0228
N187DN,Boeing 767-332,Boeing,767-300,28,553,0229
N187GJ,Bombardier CRJ-900,Bombardier,CRJ-900,16,554,022A
N187JB,Embraer ERJ 190AR,Embraer,ERJ 190AR,19,555,022B
N187PQ,Bombardier CRJ-900,Bombardier,CRJ-900,16,556,022C
N187SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,7,557,022D
N187US,Airbus A321-211,Airbus,A321-200,22,558,022E
N188DN,Boeing 767-332,Boeing,767-300,28,559,022F
N188SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,7,560,0230
N188US,Airbus A321-211,Airbus,A321-200,22,561,0231
N189DN,Boeing 767-332,Boeing,767-300,27,562,0232
N189SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,7,563,0233
N189UW,Airbus A321-211,Airbus,A321-200,23,564,0234
N1902U,Airbus A320-200,Airbus,A320-200,7,565,0235
N190DN,Boeing 767-332,Boeing,767-300,27,566,0236
N190JB,Embraer ERJ 190AR,Embraer,ERJ 190AR,19,567,0237
N190NV,Airbus A320-214,Airbus,A320-200,9,568,0238
N190UW,Airbus A321-211,Airbus,A321-200,23,569,0239
N19117,Boeing 757-224,Boeing,757-200,28,570,023A
N19130,Boeing 757-224,Boeing,757-200,26,571,023B
N19136,Boeing 757-224,Boeing,757-200,25,572,023C
N19141,Boeing 757-224,Boeing,757-200,24,573,023D
N191DN,Boeing 767-332,Boeing,767-300,27,574,023E
N191NV,Airbus A320-214,Airbus,A320-200,9,575,023F
N191SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,7,576,0240
N191UW,Airbus A321-211,Airbus,A321-200,23,577,0241
N192DN,Boeing 767-332,Boeing,767-300,27,578,0242
N192JB,Embraer ERJ 190AR,Embraer,ERJ 190AR,19,579,0243
N192NV,Airbus A320-214,Airbus,A320-200,9,580,0244
N192SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,7,581,0245
N192UW,Airbus A321-211,Airbus,A321-200,23,582,0246
N193DN,Boeing 767-332,Boeing,767-300,27,583,0247
N193JB,Embraer ERJ 190AR,Embraer,ERJ 190AR,19,584,0248
N193NV,Airbus A320-214,Airbus,A320-200,9,585,0249
N193SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,7,586,024A
N193UW,Airbus A321-211,Airbus,A321-200,16,587,024B
N194DN,Boeing 767-332,Boeing,767-300,27,588,024C
N194NV,Airbus A320-214,Airbus,A320-200,9,589,024D
N194SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,7,590,024E
N194UW,Airbus A321-200,Airbus,A321-200,23,591,024F
N195DN,Boeing 767-332,Boeing,767-300,27,592,0250
N195NV,Airbus A320-214,Airbus,A320-200,8,593,0251
N195PQ,Bombardier CRJ-900,Bombardier,CRJ-900,16,594,0252
N195SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,7,595,0253
N195UW,Airbus A321-211,Airbus,A321-200,16,596,0254
N196DN,Boeing 767-332,Boeing,767-300,27,597,0255
N196NV,Airbus A320-214,Airbus,A320-200,8,598,0256
N196SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,6,599,0257
N196UW,Airbus A321-211,Airbus,A321-200,15,600,0258
N197DN,Boeing 767-332,Boeing,767-300,27,601,0259
N197JB,Embraer ERJ 190AR,Embraer,ERJ 190AR,18,602,025A
N197NV,Airbus A320-214,Airbus,A320-200,8,603,025B
N197PQ,Bombardier CRJ-900,Bombardier,CRJ-900,16,604,025C
N197SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,6,605,025D
N197UW,Airbus A321-211,Airbus,A321-200,15,606,025E
N198DN,Boeing 767-332,Boeing,767-300,26,607,025F
N198JB,Embraer ERJ 190AR,Embraer,ERJ 190AR,18,608,0260
N198NV,Airbus A320-214,Airbus,A320-200,8,609,0261
N198SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,6,610,0262
N198UW,Airbus A321-211,Airbus,A321-200,11,611,0263
N19951,Boeing 787-9 Dreamliner,Boeing,787-9,10,612,0264
N19986,Boeing 787-9 Dreamliner,Boeing,787-9,3,613,0265
N199DN,Boeing 767-332,Boeing,767-300,26,614,0266
N199NV,Airbus A320-214,Airbus,A320-200,8,615,0267
N199SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,6,616,0268
N199UW,Airbus A321-211,Airbus,A321-200,11,617,0269
N2002J,Airbus A321neo,Airbus,A321neo,5,618,026A
N200NK,No Data,No Data,No Data,0,619,026B
N200NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,620,026C
N200NV,Boeing 737-800,Boeing,737-800,8,621,026D
N200PQ,Bombardier CRJ-900,Bombardier,CRJ-900,16,622,026E
N200SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,623,026F
N200WN,Boeing 737-7H4,Boeing,737-700,19,624,0270
N2016J,Airbus A321neo,Airbus,A321neo,5,625,0271
N2017J,Airbus A321neo,Airbus,A321neo,5,626,0272
N201JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,16,627,0273
N201LV,Boeing 737-7H4,Boeing,737-700,19,628,0274
N201NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,629,0275
N2027J,Airbus A321neo,Airbus,A321neo,5,630,0276
N2029J,Airbus A321neo,Airbus,A321neo,5,631,0277
N202HA,Airbus A321neo,Airbus,A321neo,7,632,0278
N202JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,16,633,0279
N202NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,634,027A
N202NV,Airbus A320-214,Airbus,A320-200,11,635,027B
N202SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,636,027C
N202WN,Boeing 737-7H4,Boeing,737-700,19,637,027D
N2038J,Airbus A321neo,Airbus,A321neo,5,638,027E
N2039J,Airbus A321neo,Airbus,A321neo,4,639,027F
N203JB,Embraer ERJ 190AR,Embraer,ERJ 190AR,18,640,0280
N203JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,16,641,0281
N203NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,642,0282
N203NV,Airbus A320-214,Airbus,A320-200,12,643,0283
N203SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,644,0284
N203WN,Boeing 737-7H4,Boeing,737-700,19,645,0285
N2043J,Airbus A321neo,Airbus,A321neo,4,646,0286
N2044J,Airbus A321neo,Airbus,A321neo,4,647,0287
N2047J,Airbus A321neo,Airbus,A321neo,4,648,0288
N2048J,Airbus A321neo,Airbus,A321neo,4,649,0289
N204HA,Airbus A321neo,Airbus,A321neo,7,650,028A
N204JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,16,651,028B
N204NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,652,028C
N204NV,Airbus A320-214,Airbus,A320-200,12,653,028D
N204SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,654,028E
N204UA,Boeing 777-222,Boeing,777-200,25,655,028F
N204WN,Boeing 737-7H4,Boeing,737-700,19,656,0290
N2059J,Airbus A321neo,Airbus,A321neo,3,657,0291
N205HA,Airbus A321neo,Airbus,A321neo,6,658,0292
N205JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,16,659,0293
N205NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,660,0294
N205NV,Airbus A320-214,Airbus,A320-200,11,661,0295
N205SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,7,662,0296
N205WN,Boeing 737-7H4,Boeing,737-700,19,663,0297
N2060J,Airbus A321neo,Airbus,A321neo,3,664,0298
N206JB,Embraer ERJ 190AR,Embraer,ERJ 190AR,18,665,0299
N206JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,16,666,029A
N206NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,667,029B
N206NV,Airbus A320-214,Airbus,A320-200,12,668,029C
N206SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,7,669,029D
N206UA,Boeing 777-222,Boeing,777-200,25,670,029E
N206WN,Boeing 737-7H4,Boeing,737-700,19,671,029F
N207AN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,672,02A0
N207JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,16,673,02A1
N207NV,Airbus A320-214,Airbus,A320-200,11,674,02A2
N207PS,Bombardier CRJ-200,Bombardier,CRJ-200,21,675,02A3
N207SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,7,676,02A4
N207WN,Boeing 737-7H4,Boeing,737-700,19,677,02A5
N2084J,Airbus A321neo,Airbus,A321neo,4,678,02A6
N2086J,Airbus A321neo,Airbus,A321neo,4,679,02A7
N208AN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,680,02A8
N208HA,Airbus A321neo,Airbus,A321neo,6,681,02A9
N208JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,16,682,02AA
N208NV,Airbus A320-214,Airbus,A320-200,11,683,02AB
N208SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,7,684,02AC
N208WN,Boeing 737-7H4,Boeing,737-700,19,685,02AD
N20904,Boeing 787-8 Dreamliner,Boeing,787-8,12,686,02AE
N209HA,Airbus A321neo,Airbus,A321neo,6,687,02AF
N209JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,16,688,02B0
N209NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,689,02B1
N209NV,Airbus A320-214,Airbus,A320-200,11,690,02B2
N209SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,7,691,02B3
N209UA,Boeing 777-222,Boeing,777-200,25,692,02B4
N209WN,Boeing 737-7H4,Boeing,737-700,19,693,02B5
N2102J,Airbus A321neo,Airbus,A321neo,3,694,02B6
N2105J,Airbus A321neo,Airbus,A321neo,3,695,02B7
N210FR,Airbus A320-200,Airbus,A320-200,13,696,02B8
N210JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,16,697,02B9
N210NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,698,02BA
N210NV,Airbus A320-214,Airbus,A320-200,11,699,02BB
N210UA,Boeing 777-222,Boeing,777-200,24,700,02BC
N210WN,Boeing 737-7H4,Boeing,737-700,19,701,02BD
N21108,Boeing 757-224,Boeing,757-200,30,702,02BE
N21129,Embraer EMB-145XR,Embraer,EMB-145XR,21,703,02BF
N21144,Embraer EMB-145XR,Embraer,EMB-145XR,21,704,02C0
N21154,Embraer EMB-145XR,Embraer,EMB-145XR,21,705,02C1
N21197,Embraer EMB-145XR,Embraer,EMB-145XR,18,706,02C2
N211FR,Airbus A320-200,Airbus,A320-200,13,707,02C3
N211JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,16,708,02C4
N211NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,709,02C5
N211NV,Airbus A320-214,Airbus,A320-200,11,710,02C6
N211SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,7,711,02C7
N211UA,Boeing 777-222,Boeing,777-200,24,712,02C8
N211WN,Boeing 737-7H4,Boeing,737-700,19,713,02C9
N212HA,Airbus A321neo,Airbus,A321neo,6,714,02CA
N212JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,16,715,02CB
N212NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,716,02CC
N212NV,Airbus A320-214,Airbus,A320-200,11,717,02CD
N212UA,Boeing 777-222,Boeing,777-200,24,718,02CE
N212WN,Boeing 737-7H4,Boeing,737-700,19,719,02CF
N2135U,Boeing 777-300ER,Boeing,777-300ER,7,720,02D0
N2136U,Boeing 777-300ER,Boeing,777-300ER,7,721,02D1
N2138U,Boeing 777-300ER,Boeing,777-300ER,7,722,02D2
N213FR,Airbus A320-200,Airbus,A320-200,13,723,02D3
N213HA,Airbus A321neo,Airbus,A321neo,6,724,02D4
N213JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,16,725,02D5
N213NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,726,02D6
N213SY,Embraer ERJ 175LR,Embraer,ERJ 175LR,7,727,02D7
N213UA,Boeing 777-222,Boeing,777-200,24,728,02D8
N213WN,Boeing 737-7H4,Boeing,737-700,19,729,02D9
N2140U,Boeing 777-300ER,Boeing,777-300ER,7,730,02DA
N2142J,Airbus A321neo,Airbus,A321neo,3,731,02DB
N2142U,Boeing 777-300ER,Boeing,777-300ER,7,732,02DC
N214AK,Boeing 737-900ER,Boeing,737-900ER,5,733,02DD
N214HA,Airbus A321neo,Airbus,A321neo,6,734,02DE
N214JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,16,735,02DF
N214NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,736,02E0
N214UA,Boeing 777-222,Boeing,777-200,24,737,02E1
N214WN,Boeing 737-7H4,Boeing,737-700,19,738,02E2
N2151J,Airbus A321neo,Airbus,A321neo,1,739,02E3
N2156J,Airbus A321neo,Airbus,A321neo,1,740,02E4
N2157J,Airbus A321neo,Airbus,A321neo,1,741,02E5
N215AK,Boeing 737-900ER,Boeing,737-900ER,5,742,02E6
N215HA,Airbus A321neo,Airbus,A321neo,6,743,02E7
N215JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,15,744,02E8
N215NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,745,02E9
N215NV,Airbus A320-214,Airbus,A320-200,24,746,02EA
N215UA,Boeing 777-222,Boeing,777-200,24,747,02EB
N215WN,Boeing 737-7H4,Boeing,737-700,19,748,02EC
N216FR,Airbus A320-200,Airbus,A320-200,13,749,02ED
N216HA,Airbus A321neo,Airbus,A321neo,6,750,02EE
N216JB,Embraer ERJ 190AR,Embraer,ERJ 190AR,18,751,02EF
N216JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,15,752,02F0
N216NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,753,02F1
N216NV,Airbus A320-214,Airbus,A320-200,24,754,02F2
N216UA,Boeing 777-222,Boeing,777-200,24,755,02F3
N216WR,Boeing 737-7H4,Boeing,737-700,19,756,02F4
N21723,Boeing 737-724,Boeing,737-700,25,757,02F5
N217HA,Airbus A321neo,Airbus,A321neo,6,758,02F6
N217JC,Boeing 737-7H4,Boeing,737-700,19,759,02F7
N217JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,17,760,02F8
N217NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,761,02F9
N217NV,Airbus A320-214,Airbus,A320-200,24,762,02FA
N217UA,Boeing 777-222,Boeing,777-200,24,763,02FB
N218HA,Airbus A321neo,Airbus,A321neo,5,764,02FC
N218JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,17,765,02FD
N218NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,766,02FE
N218NV,Airbus A320-214,Airbus,A320-200,24,767,02FF
N218PS,Bombardier CRJ-200,Bombardier,CRJ-200,21,768,0300
N218UA,Boeing 777-222,Boeing,777-200,23,769,0301
N218WN,Boeing 737-7H4,Boeing,737-700,19,770,0302
N219NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,771,0303
N219NV,Airbus A320-214,Airbus,A320-200,24,772,0304
N219UA,Boeing 777-222,Boeing,777-200,23,773,0305
N219WN,Boeing 737-7H4,Boeing,737-700,19,774,0306
N219YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,17,775,0307
N220HA,Airbus A321neo,Airbus,A321neo,5,776,0308
N220JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,17,777,0309
N220NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,778,030A
N220NV,Airbus A320-214,Airbus,A320-200,24,779,030B
N220UA,Boeing 777-222,Boeing,777-200,23,780,030C
N220WN,Boeing 737-7H4,Boeing,737-700,19,781,030D
N221JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,17,782,030E
N221NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,783,030F
N221NV,Airbus A320-214,Airbus,A320-200,24,784,0310
N221PS,Bombardier CRJ-200,Bombardier,CRJ-200,20,785,0311
N221UA,Boeing 777-222,Boeing,777-200,23,786,0312
N221WN,Boeing 737-7H4,Boeing,737-700,19,787,0313
N222JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,17,788,0314
N222NS,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,789,0315
N222NV,Airbus A320-200,Airbus,A320-200,10,790,0316
N222UA,Boeing 777-222,Boeing,777-200,23,791,0317
N222WN,Boeing 737-7H4,Boeing,737-700,19,792,0318
N223HA,Airbus A321neo,Airbus,A321neo,5,793,0319
N223JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,16,794,031A
N223JS,Bombardier CRJ-200,Bombardier,CRJ-200,20,795,031B
N223NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,796,031C
N223NV,Airbus A320-200,Airbus,A320-200,10,797,031D
N223UA,Boeing 777-222,Boeing,777-200,23,798,031E
N223WN,Boeing 737-7H4,Boeing,737-700,19,799,031F
N2243U,Boeing 777-300ER,Boeing,777-300ER,7,800,0320
N224AK,Boeing 737-990ER,Boeing,737-900ER,8,801,0321
N224JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,16,802,0322
N224NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,803,0323
N224NV,Airbus A320-200,Airbus,A320-200,9,804,0324
N224UA,Boeing 777-222,Boeing,777-200,23,805,0325
N224WN,Boeing 737-7H4,Boeing,737-700,19,806,0326
N2250U,Boeing 777-300ER,Boeing,777-300ER,5,807,0327
N2251U,Boeing 777-300ER,Boeing,777-300ER,4,808,0328
N225JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,16,809,0329
N225NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,810,032A
N225UA,Boeing 777-222,Boeing,777-200,23,811,032B
N225WN,Boeing 737-7H4,Boeing,737-700,19,812,032C
N226JQ,Embraer ERJ 175LR,Embraer,ERJ 175LR,16,813,032D
N226NN,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,814,032E
